哀	year	sum(match_count)	sum(volume_count)
肝肠寸断	1992	16	16
肝肠寸断	1991	2	2
肝肠寸断	1990	8	8
肝肠寸断	1989	10	10
肝肠寸断	1988	8	8
肝肠寸断	1987	12	12
肝肠寸断	1986	18	18
肝肠寸断	1985	2	2
肝肠寸断	1984	8	8
肝肠寸断	1983	12	12
肝肠寸断	1982	17	17
肝肠寸断	1981	2	2
肝肠寸断	1980	7	5
肝肠寸断	1978	4	4
感伤	year	sum(match_count)	sum(volume_count)
感伤	2000	736	541
感伤	1999	822	597
感伤	1998	820	590
感伤	1997	672	495
感伤	1996	478	392
感伤	1995	544	412
感伤	1994	768	484
感伤	1993	878	563
感伤	1992	630	446
感伤	1991	636	445
感伤	1990	654	430
感伤	1989	740	494
感伤	1988	1018	625
感伤	1987	708	512
感伤	1986	836	590
感伤	1985	908	659
感伤	1984	910	591
感伤	1983	690	528
感伤	1982	668	528
感伤	1981	536	387
感伤	1980	432	309
感伤	1979	258	208
感伤	1978	46	43
感伤	1977	38	27
感伤	1976	34	30
感伤	1975	10	7
感伤	1974	20	14
感伤	1973	8	8
感伤	1972	4	4
感伤	1971	2	2
感伤	1969	6	5
感伤	1966	4	4
感伤	1965	4	4
感伤	1964	6	6
感伤	1963	12	10
感伤	1962	10	6
感伤	1961	4	4
感伤	1960	6	4
感伤	1959	6	6
感伤	1958	14	14
感伤	1957	34	30
感伤	1956	8	8
感伤	1955	6	5
感伤	1951	6	6
感伤	1950	8	2
感伤	1932	2	2
当头棒喝	year	sum(match_count)	sum(volume_count)
当头棒喝	2000	102	102
当头棒喝	1999	102	99
当头棒喝	1998	142	136
当头棒喝	1997	84	80
当头棒喝	1996	72	71
当头棒喝	1995	74	72
当头棒喝	1994	66	64
当头棒喝	1993	74	74
当头棒喝	1992	52	52
当头棒喝	1991	58	58
当头棒喝	1990	54	54
当头棒喝	1989	54	54
当头棒喝	1988	66	66
当头棒喝	1987	44	44
当头棒喝	1986	68	67
当头棒喝	1985	70	68
当头棒喝	1984	76	76
当头棒喝	1983	74	72
当头棒喝	1982	54	54
当头棒喝	1981	56	56
当头棒喝	1980	54	52
当头棒喝	1979	40	40
当头棒喝	1978	30	22
当头棒喝	1977	2	2
当头棒喝	1976	4	4
当头棒喝	1975	6	6
当头棒喝	1974	2	2
当头棒喝	1973	2	2
当头棒喝	1971	6	6
当头棒喝	1967	2	2
当头棒喝	1965	4	4
当头棒喝	1963	12	12
当头棒喝	1962	6	6
当头棒喝	1961	10	10
当头棒喝	1959	6	6
当头棒喝	1958	4	4
当头棒喝	1957	8	8
当头棒喝	1935	2	2
攻击	year	sum(match_count)	sum(volume_count)
攻击	2000	118178	13717
攻击	1999	95838	12685
攻击	1998	87232	12117
攻击	1997	84606	10274
攻击	1996	73276	10112
攻击	1995	113374	13176
攻击	1994	68852	10165
攻击	1993	82554	12198
攻击	1992	67306	10609
攻击	1991	74564	10519
攻击	1990	74500	10321
攻击	1989	78610	12334
攻击	1988	79222	12550
攻击	1987	93750	12787
攻击	1986	61646	11409
攻击	1985	72248	12089
攻击	1984	62240	11453
攻击	1983	52876	9334
攻击	1982	44564	8572
攻击	1981	46356	8234
攻击	1980	37540	7045
攻击	1979	38266	6524
攻击	1978	17192	3469
攻击	1977	17108	2384
攻击	1976	10612	1746
攻击	1975	9092	1919
攻击	1974	13492	1928
攻击	1973	4786	1038
攻击	1972	4582	752
攻击	1971	1650	340
攻击	1970	1352	190
攻击	1969	848	142
攻击	1968	548	98
攻击	1967	1634	214
攻击	1966	5632	646
攻击	1965	4406	841
攻击	1964	5154	957
攻击	1963	7640	1198
攻击	1962	6022	1332
攻击	1961	3302	663
攻击	1960	2786	689
攻击	1959	6462	1557
攻击	1958	7470	1674
攻击	1957	8100	1781
攻击	1956	5126	938
攻击	1955	2282	293
攻击	1954	98	34
攻击	1953	464	46
攻击	1952	48	16
攻击	1951	86	20
攻击	1950	42	16
攻击	1949	110	34
攻击	1948	52	9
攻击	1947	6	2
攻击	1946	52	3
攻击	1945	40	8
攻击	1941	4	4
攻击	1939	14	5
攻击	1938	164	22
攻击	1937	16	3
攻击	1936	114	6
攻击	1935	10	10
攻击	1934	88	15
攻击	1933	20	11
攻击	1932	58	12
攻击	1931	4	3
攻击	1930	34	13
攻击	1929	2	2
攻击	1927	36	7
攻击	1926	4	3
攻击	1924	18	3
攻击	1923	10	5
攻击	1921	68	15
攻击	1920	2	2
攻击	1916	2	2
攻击	1912	4	2
攻击	1903	42	5
攻击	1901	2	2
攻击	1900	90	29
顾忌	year	sum(match_count)	sum(volume_count)
顾忌	2000	6800	4495
顾忌	1999	7344	4679
顾忌	1998	7494	4680
顾忌	1997	6030	3856
顾忌	1996	5654	3689
顾忌	1995	5268	3540
顾忌	1994	5474	3588
顾忌	1993	6482	4453
顾忌	1992	5008	3391
顾忌	1991	4500	3028
顾忌	1990	4890	3338
顾忌	1989	5492	3887
顾忌	1988	5570	3931
顾忌	1987	5192	3593
顾忌	1986	5321	3442
顾忌	1985	6106	3944
顾忌	1984	5342	3712
顾忌	1983	4226	2891
顾忌	1982	3936	2667
顾忌	1981	3680	2525
顾忌	1980	2624	1844
顾忌	1979	1906	1377
顾忌	1978	696	539
顾忌	1977	252	199
顾忌	1976	160	125
顾忌	1975	106	95
顾忌	1974	98	81
顾忌	1973	168	114
顾忌	1972	82	68
顾忌	1971	32	23
顾忌	1970	14	14
顾忌	1969	12	11
顾忌	1968	2	2
顾忌	1967	6	6
顾忌	1966	30	25
顾忌	1965	90	77
顾忌	1964	154	117
顾忌	1963	184	140
顾忌	1962	210	150
顾忌	1961	56	46
顾忌	1960	40	38
顾忌	1959	64	56
顾忌	1958	84	69
顾忌	1957	86	74
顾忌	1956	64	50
顾忌	1955	58	28
顾忌	1954	6	4
顾忌	1953	6	6
顾忌	1951	8	5
顾忌	1950	2	2
顾忌	1949	4	4
顾忌	1948	4	4
顾忌	1947	2	2
顾忌	1939	4	4
顾忌	1938	6	6
顾忌	1937	6	2
顾忌	1936	6	3
顾忌	1935	2	2
顾忌	1934	6	4
顾忌	1932	2	2
顾忌	1931	4	2
顾忌	1930	2	2
顾忌	1927	2	2
顾忌	1926	2	2
顾忌	1923	4	4
顾忌	1900	24	8
顾虑	year	sum(match_count)	sum(volume_count)
顾虑	2000	16306	7157
顾虑	1999	15582	7013
顾虑	1998	16406	6896
顾虑	1997	12836	5707
顾虑	1996	12318	5490
顾虑	1995	12706	6136
顾虑	1994	12276	5892
顾虑	1993	17238	7237
顾虑	1992	16512	6327
顾虑	1991	13026	5531
顾虑	1990	11278	5409
顾虑	1989	13748	6272
顾虑	1988	15428	7002
顾虑	1987	14876	6628
顾虑	1986	13404	6303
顾虑	1985	15752	6925
顾虑	1984	13192	6237
顾虑	1983	11544	5382
顾虑	1982	9998	4535
顾虑	1981	9470	4288
顾虑	1980	7840	3551
顾虑	1979	6684	2951
顾虑	1978	2580	1312
顾虑	1977	1024	584
顾虑	1976	692	427
顾虑	1975	818	474
顾虑	1974	584	369
顾虑	1973	648	387
顾虑	1972	504	305
顾虑	1971	124	76
顾虑	1970	54	40
顾虑	1969	38	22
顾虑	1968	44	24
顾虑	1967	118	64
顾虑	1966	384	200
顾虑	1965	804	410
顾虑	1964	764	363
顾虑	1963	760	395
顾虑	1962	848	427
顾虑	1961	334	187
顾虑	1960	274	142
顾虑	1959	186	117
顾虑	1958	390	155
顾虑	1957	194	132
顾虑	1956	326	216
顾虑	1955	66	46
顾虑	1954	32	14
顾虑	1953	36	7
顾虑	1952	8	8
顾虑	1951	40	14
顾虑	1950	12	4
顾虑	1949	42	22
顾虑	1948	38	3
顾虑	1946	2	2
顾虑	1945	10	5
顾虑	1944	2	2
顾虑	1939	2	2
顾虑	1938	2	2
顾虑	1937	2	2
顾虑	1936	10	3
顾虑	1935	4	4
顾虑	1934	2	2
顾虑	1933	4	3
顾虑	1932	2	2
顾虑	1931	8	3
顾虑	1930	4	4
顾虑	1927	4	3
顾虑	1926	4	2
顾虑	1921	10	3
顾虑	1900	26	21
顾念	year	sum(match_count)	sum(volume_count)
顾念	2000	43	41
顾念	1999	44	36
顾念	1998	42	42
顾念	1997	43	43
顾念	1996	36	36
顾念	1995	37	35
顾念	1994	49	45
顾念	1993	50	50
顾念	1992	46	44
顾念	1991	27	27
顾念	1990	34	30
顾念	1989	50	50
顾念	1988	44	44
顾念	1987	40	38
顾念	1986	40	40
顾念	1985	58	55
顾念	1984	44	44
顾念	1983	32	32
顾念	1982	36	36
顾念	1981	48	48
顾念	1980	18	17
顾念	1979	19	19
顾念	1978	8	8
顾念	1962	4	4
顾念	1958	2	2
顾念	1957	2	2
挂	year	sum(match_count)	sum(volume_count)
挂	2000	15244	6497
挂	1999	16118	6491
挂	1998	15358	6315
挂	1997	13788	5421
挂	1996	13376	5303
挂	1995	12818	5612
挂	1994	12018	5192
挂	1993	15082	6296
挂	1992	11956	5192
挂	1991	11056	4920
挂	1990	10982	4724
挂	1989	13318	5685
挂	1988	14494	6342
挂	1987	13118	5590
挂	1986	14190	5650
挂	1985	14692	6058
挂	1984	13910	5683
挂	1983	12428	4814
挂	1982	11284	4425
挂	1981	9812	3862
挂	1980	7514	3103
挂	1979	6220	2896
挂	1978	2952	1584
挂	1977	1562	908
挂	1976	1160	595
挂	1975	1250	713
挂	1974	790	495
挂	1973	890	496
挂	1972	632	372
挂	1971	156	101
挂	1970	94	54
挂	1969	28	24
挂	1968	32	28
挂	1967	80	60
挂	1966	460	275
挂	1965	722	419
挂	1964	814	455
挂	1963	780	457
挂	1962	820	492
挂	1961	480	264
挂	1960	596	277
挂	1959	1304	659
挂	1958	1454	657
挂	1957	1230	651
挂	1956	800	417
挂	1955	144	108
挂	1954	58	32
挂	1953	38	26
挂	1952	14	12
挂	1951	62	26
挂	1950	32	20
挂	1949	44	22
挂	1948	8	6
挂	1947	10	8
挂	1946	2	2
挂	1945	26	5
挂	1944	2	2
挂	1943	2	2
挂	1942	2	2
挂	1941	4	4
挂	1939	10	4
挂	1938	10	6
挂	1936	18	10
挂	1935	2	2
挂	1934	10	8
挂	1933	8	6
挂	1932	16	10
挂	1931	4	4
挂	1930	6	4
挂	1928	2	2
挂	1927	2	2
挂	1926	6	2
挂	1923	2	2
挂	1922	2	2
挂	1913	2	2
挂	1912	2	2
挂	1903	4	2
挂	1900	12	12
挂怀	year	sum(match_count)	sum(volume_count)
挂怀	2000	5	5
挂怀	1999	2	2
挂怀	1997	2	2
挂怀	1996	2	2
挂怀	1995	2	2
挂怀	1994	6	6
挂怀	1993	2	2
挂怀	1990	2	2
挂怀	1989	2	2
挂怀	1988	12	12
挂怀	1987	4	4
挂怀	1985	8	8
挂怀	1984	2	2
挂怀	1983	2	2
挂怀	1978	4	4
挂怀	1958	2	2
挂虑	year	sum(match_count)	sum(volume_count)
挂虑	2000	78	68
挂虑	1999	110	90
挂虑	1998	62	62
挂虑	1997	54	50
挂虑	1996	41	41
挂虑	1995	54	53
挂虑	1994	84	82
挂虑	1993	86	84
挂虑	1992	54	50
挂虑	1991	44	44
挂虑	1990	54	53
挂虑	1989	67	66
挂虑	1988	57	57
挂虑	1987	36	33
挂虑	1986	88	86
挂虑	1985	54	54
挂虑	1984	64	64
挂虑	1983	52	52
挂虑	1982	66	58
挂虑	1981	37	37
挂虑	1980	42	38
挂虑	1979	56	56
挂虑	1978	8	8
挂虑	1977	8	8
挂虑	1976	2	2
挂虑	1974	2	2
挂虑	1973	2	2
挂虑	1970	2	2
挂虑	1963	6	6
挂虑	1962	14	14
挂虑	1960	12	12
挂虑	1959	10	10
挂虑	1958	4	4
挂虑	1957	6	6
挂虑	1956	2	2
挂虑	1923	2	2
挂虑	1900	2	2
挂念	year	sum(match_count)	sum(volume_count)
挂念	2000	903	742
挂念	1999	870	724
挂念	1998	813	693
挂念	1997	620	520
挂念	1996	635	567
挂念	1995	492	424
挂念	1994	654	529
挂念	1993	795	674
挂念	1992	604	500
挂念	1991	440	373
挂念	1990	456	406
挂念	1989	496	442
挂念	1988	454	411
挂念	1987	546	500
挂念	1986	701	621
挂念	1985	720	593
挂念	1984	697	604
挂念	1983	565	478
挂念	1982	695	600
挂念	1981	499	435
挂念	1980	468	375
挂念	1979	360	302
挂念	1978	140	127
挂念	1977	120	100
挂念	1976	30	30
挂念	1975	20	18
挂念	1974	10	8
挂念	1973	36	32
挂念	1972	14	14
挂念	1966	2	2
挂念	1965	8	8
挂念	1964	32	30
挂念	1963	14	14
挂念	1962	50	50
挂念	1961	10	10
挂念	1960	21	21
挂念	1959	42	40
挂念	1958	48	48
挂念	1957	48	37
挂念	1956	24	22
挂念	1953	2	2
挂念	1945	4	2
挂念	1939	2	2
挂念	1926	2	2
挂念	1900	2	2
挂牵	year	sum(match_count)	sum(volume_count)
挂牵	2000	5	5
挂牵	1999	4	4
挂牵	1997	3	3
挂牵	1996	3	3
挂牵	1993	2	2
挂牵	1992	2	2
挂牵	1991	3	3
挂牵	1990	1	1
挂牵	1988	1	1
挂牵	1987	2	2
挂牵	1986	2	2
挂牵	1984	6	6
挂牵	1983	2	2
挂牵	1981	3	3
挂牵	1980	2	2
挂牵	1979	6	6
挂牵	1956	4	4
怪	year	sum(match_count)	sum(volume_count)
怪	2000	18336	6893
怪	1999	17844	6763
怪	1998	19616	7032
怪	1997	15840	5810
怪	1996	15218	5831
怪	1995	13338	5630
怪	1994	13856	5617
怪	1993	16650	6666
怪	1992	13392	5483
怪	1991	11174	4777
怪	1990	11104	4853
怪	1989	13980	6099
怪	1988	13494	6232
怪	1987	13244	6011
怪	1986	15124	6223
怪	1985	15376	6583
怪	1984	15064	6507
怪	1983	12724	5292
怪	1982	12310	4964
怪	1981	11032	4600
怪	1980	8996	3676
怪	1979	6780	3118
怪	1978	2546	1419
怪	1977	1176	735
怪	1976	874	563
怪	1975	926	613
怪	1974	582	418
怪	1973	744	464
怪	1972	564	347
怪	1971	158	114
怪	1970	128	95
怪	1969	80	56
怪	1968	56	30
怪	1967	72	57
怪	1966	310	207
怪	1965	618	397
怪	1964	854	498
怪	1963	830	496
怪	1962	1120	576
怪	1961	476	295
怪	1960	518	294
怪	1959	1344	784
怪	1958	1314	757
怪	1957	1212	710
怪	1956	1072	617
怪	1955	282	169
怪	1954	56	38
怪	1953	48	28
怪	1952	6	6
怪	1951	46	21
怪	1950	4	4
怪	1949	24	23
怪	1948	16	14
怪	1947	14	10
怪	1946	16	12
怪	1945	34	7
怪	1944	2	2
怪	1941	6	4
怪	1939	14	8
怪	1938	34	13
怪	1937	18	16
怪	1936	24	21
怪	1935	18	18
怪	1934	14	12
怪	1933	20	15
怪	1932	30	27
怪	1931	4	4
怪	1930	26	14
怪	1929	12	12
怪	1928	6	4
怪	1927	10	7
怪	1926	6	6
怪	1925	4	4
怪	1924	4	4
怪	1923	10	6
怪	1921	2	2
怪	1916	6	2
怪	1900	34	16
怪罪	year	sum(match_count)	sum(volume_count)
怪罪	2000	196	186
怪罪	1999	150	147
怪罪	1998	192	183
怪罪	1997	144	138
怪罪	1996	136	130
怪罪	1995	128	122
怪罪	1994	116	111
怪罪	1993	142	138
怪罪	1992	88	86
怪罪	1991	88	88
怪罪	1990	128	124
怪罪	1989	110	108
怪罪	1988	130	130
怪罪	1987	90	84
怪罪	1986	99	93
怪罪	1985	154	148
怪罪	1984	99	93
怪罪	1983	116	104
怪罪	1982	70	64
怪罪	1981	72	70
怪罪	1980	80	72
怪罪	1979	44	40
怪罪	1978	2	2
怪罪	1977	4	4
怪罪	1976	6	6
怪罪	1974	2	2
怪罪	1972	4	4
怪罪	1966	2	2
怪罪	1965	6	6
怪罪	1963	2	2
怪罪	1962	4	4
怪罪	1959	4	4
怪罪	1958	2	2
怪罪	1956	4	4
怪罪	1954	2	2
光火	year	sum(match_count)	sum(volume_count)
光火	2000	26	26
光火	1999	6	6
光火	1998	38	38
光火	1997	39	36
光火	1996	28	26
光火	1995	6	6
光火	1994	10	10
光火	1993	23	21
光火	1992	24	24
光火	1991	15	15
光火	1990	17	13
光火	1989	10	10
光火	1988	16	16
光火	1987	24	22
光火	1986	18	18
光火	1985	14	12
光火	1984	16	16
光火	1983	18	18
光火	1982	28	24
光火	1981	20	20
光火	1980	26	18
光火	1979	22	15
光火	1978	4	4
光火	1977	1	1
光火	1976	8	4
光火	1975	8	8
光火	1974	8	8
光火	1973	4	4
光火	1971	2	2
光火	1963	6	6
光火	1961	2	2
光火	1960	4	4
光火	1959	2	2
过不去	year	sum(match_count)	sum(volume_count)
过不去	2000	1234	998
过不去	1999	1426	1067
过不去	1998	1095	853
过不去	1997	1082	836
过不去	1996	1070	852
过不去	1995	909	720
过不去	1994	812	620
过不去	1993	978	790
过不去	1992	757	609
过不去	1991	628	521
过不去	1990	664	509
过不去	1989	674	566
过不去	1988	629	530
过不去	1987	680	583
过不去	1986	827	655
过不去	1985	812	717
过不去	1984	711	622
过不去	1983	557	487
过不去	1982	487	431
过不去	1981	468	418
过不去	1980	390	338
过不去	1979	386	354
过不去	1978	202	176
过不去	1977	72	60
过不去	1976	32	32
过不去	1975	60	56
过不去	1974	54	46
过不去	1973	46	42
过不去	1972	60	38
过不去	1971	12	12
过不去	1970	16	16
过不去	1969	4	4
过不去	1968	6	6
过不去	1966	26	24
过不去	1965	46	30
过不去	1964	62	52
过不去	1963	52	50
过不去	1962	54	38
过不去	1961	10	10
过不去	1960	22	20
过不去	1959	40	40
过不去	1958	64	62
过不去	1957	68	58
过不去	1956	26	26
过不去	1955	10	10
过不去	1952	2	2
过不去	1921	2	2
过虑	year	sum(match_count)	sum(volume_count)
过虑	2000	266	242
过虑	1999	298	270
过虑	1998	336	294
过虑	1997	208	193
过虑	1996	178	163
过虑	1995	130	122
过虑	1994	215	207
过虑	1993	235	203
过虑	1992	152	143
过虑	1991	198	161
过虑	1990	138	126
过虑	1989	308	294
过虑	1988	194	174
过虑	1987	228	213
过虑	1986	213	183
过虑	1985	294	281
过虑	1984	330	306
过虑	1983	213	198
过虑	1982	218	204
过虑	1981	222	216
过虑	1980	142	139
过虑	1979	168	140
过虑	1978	38	38
过虑	1977	18	18
过虑	1976	6	6
过虑	1975	2	2
过虑	1974	4	4
过虑	1973	6	6
过虑	1970	2	2
过虑	1967	2	2
过虑	1966	6	6
过虑	1964	2	2
过虑	1963	14	14
过虑	1962	34	30
过虑	1961	10	8
过虑	1960	6	6
过虑	1959	8	8
过虑	1958	28	22
过虑	1957	34	31
过虑	1956	6	6
过虑	1955	2	2
过虑	1953	2	2
过虑	1937	2	2
过虑	1935	2	2
过虑	1932	2	2
过虑	1921	2	2
过意不去	year	sum(match_count)	sum(volume_count)
过意不去	2000	192	184
过意不去	1999	158	150
过意不去	1998	158	144
过意不去	1997	126	124
过意不去	1996	138	130
过意不去	1995	136	132
过意不去	1994	124	118
过意不去	1993	140	136
过意不去	1992	126	126
过意不去	1991	64	64
过意不去	1990	100	100
过意不去	1989	74	70
过意不去	1988	120	116
过意不去	1987	130	130
过意不去	1986	152	150
过意不去	1985	148	142
过意不去	1984	148	132
过意不去	1983	122	122
过意不去	1982	162	152
过意不去	1981	128	126
过意不去	1980	84	80
过意不去	1979	88	80
过意不去	1978	42	40
过意不去	1977	24	22
过意不去	1976	16	16
过意不去	1975	6	6
过意不去	1972	8	8
过意不去	1971	6	6
过意不去	1966	2	2
过意不去	1965	18	18
过意不去	1964	8	8
过意不去	1963	2	2
过意不去	1962	8	8
过意不去	1961	6	6
过意不去	1960	2	2
过意不去	1959	4	4
过意不去	1958	18	16
过意不去	1957	6	6
过意不去	1956	12	12
害怕	year	sum(match_count)	sum(volume_count)
害怕	2000	37720	8102
害怕	1999	37820	7884
害怕	1998	38010	7662
害怕	1997	30380	6294
害怕	1996	29854	6512
害怕	1995	30728	7544
害怕	1994	26820	6348
害怕	1993	33640	7874
害怕	1992	25538	6472
害怕	1991	24012	6118
害怕	1990	22038	5952
害怕	1989	27774	7364
害怕	1988	29174	7922
害怕	1987	28058	7726
害怕	1986	30446	7582
害怕	1985	30880	8044
害怕	1984	28622	7778
害怕	1983	24584	6392
害怕	1982	23990	5900
害怕	1981	21916	5442
害怕	1980	18926	4580
害怕	1979	16118	4200
害怕	1978	7622	2188
害怕	1977	3186	1222
害怕	1976	2514	836
害怕	1975	2676	1040
害怕	1974	2162	808
害怕	1973	1518	592
害怕	1972	1928	454
害怕	1971	536	208
害怕	1970	378	138
害怕	1969	190	80
害怕	1968	136	46
害怕	1967	490	136
害怕	1966	1204	382
害怕	1965	2174	654
害怕	1964	2400	744
害怕	1963	2508	780
害怕	1962	4006	878
害怕	1961	1434	436
害怕	1960	1556	478
害怕	1959	3438	1176
害怕	1958	3332	1204
害怕	1957	3516	1302
害怕	1956	2782	1030
害怕	1955	1912	280
害怕	1954	112	42
害怕	1953	62	40
害怕	1952	62	22
害怕	1951	110	30
害怕	1950	94	22
害怕	1949	64	32
害怕	1948	20	10
害怕	1947	20	14
害怕	1946	4	4
害怕	1945	74	4
害怕	1944	2	2
害怕	1943	2	2
害怕	1941	2	2
害怕	1939	22	16
害怕	1938	58	10
害怕	1937	20	8
害怕	1936	30	12
害怕	1935	8	8
害怕	1934	6	6
害怕	1933	22	12
害怕	1932	30	12
害怕	1931	8	6
害怕	1930	20	14
害怕	1929	4	4
害怕	1928	4	4
害怕	1927	6	4
害怕	1926	12	8
害怕	1925	2	2
害怕	1924	2	2
害怕	1923	14	6
害怕	1908	2	2
害怕	1904	2	2
害怕	1903	2	2
害怕	1900	54	26
害羞	year	sum(match_count)	sum(volume_count)
害羞	2000	1061	776
害羞	1999	1435	1038
害羞	1998	1480	929
害羞	1997	852	639
害羞	1996	1527	722
害羞	1995	914	698
害羞	1994	897	677
害羞	1993	946	745
害羞	1992	781	626
害羞	1991	579	457
害羞	1990	634	486
害羞	1989	830	689
害羞	1988	860	687
害羞	1987	902	717
害羞	1986	1023	801
害羞	1985	1050	832
害羞	1984	982	767
害羞	1983	1006	802
害羞	1982	1076	795
害羞	1981	916	731
害羞	1980	632	510
害羞	1979	470	403
害羞	1978	168	130
害羞	1977	40	35
害羞	1976	20	17
害羞	1975	22	22
害羞	1974	8	7
害羞	1973	18	9
害羞	1972	34	28
害羞	1971	2	2
害羞	1970	4	4
害羞	1967	2	2
害羞	1966	8	6
害羞	1965	26	22
害羞	1964	50	44
害羞	1963	74	57
害羞	1962	106	77
害羞	1961	20	20
害羞	1960	20	19
害羞	1959	58	51
害羞	1958	74	64
害羞	1957	88	74
害羞	1956	78	70
害羞	1955	6	6
害羞	1954	2	2
害羞	1953	2	2
害羞	1951	2	2
害羞	1949	4	4
害羞	1948	4	4
害羞	1944	2	2
害羞	1938	4	2
害羞	1931	2	2
害羞	1915	2	2
害羞	1900	6	2
害臊	year	sum(match_count)	sum(volume_count)
害臊	2000	5	5
害臊	1999	3	3
害臊	1998	11	11
害臊	1997	5	5
害臊	1996	16	16
害臊	1995	8	8
害臊	1994	8	8
害臊	1993	11	11
害臊	1990	2	2
害臊	1989	2	2
害臊	1988	11	10
害臊	1987	2	2
害臊	1986	2	2
害臊	1985	13	13
害臊	1984	2	2
害臊	1983	18	18
害臊	1982	4	4
害臊	1980	8	8
害臊	1979	2	2
害臊	1978	4	4
害臊	1975	6	4
害臊	1973	2	2
害臊	1964	2	2
害臊	1959	1	1
害臊	1956	2	2
骇	year	sum(match_count)	sum(volume_count)
骇	2000	508	397
骇	1999	404	366
骇	1998	443	410
骇	1997	392	358
骇	1996	378	355
骇	1995	409	385
骇	1994	360	341
骇	1993	389	360
骇	1992	354	335
骇	1991	396	371
骇	1990	302	284
骇	1989	368	345
骇	1988	394	390
骇	1987	352	337
骇	1986	349	336
骇	1985	380	347
骇	1984	364	335
骇	1983	354	338
骇	1982	264	255
骇	1981	268	247
骇	1980	318	289
骇	1979	256	236
骇	1978	84	82
骇	1977	30	30
骇	1976	41	35
骇	1975	24	24
骇	1974	16	16
骇	1973	26	26
骇	1972	22	20
骇	1971	6	6
骇	1970	16	14
骇	1966	8	6
骇	1965	18	18
骇	1964	16	15
骇	1963	38	33
骇	1962	50	42
骇	1961	30	26
骇	1960	18	18
骇	1959	25	25
骇	1958	26	26
骇	1957	40	37
骇	1956	22	22
骇	1955	18	15
骇	1953	6	4
骇	1949	2	2
骇	1947	2	2
骇	1936	2	2
骇	1933	2	2
骇	1900	4	2
骇怕	year	sum(match_count)	sum(volume_count)
骇怕	2000	27	25
骇怕	1999	17	15
骇怕	1998	14	12
骇怕	1997	14	14
骇怕	1996	24	24
骇怕	1995	20	20
骇怕	1994	14	14
骇怕	1993	13	11
骇怕	1992	18	18
骇怕	1991	18	18
骇怕	1990	20	20
骇怕	1989	34	34
骇怕	1988	26	26
骇怕	1987	23	23
骇怕	1986	14	14
骇怕	1985	31	31
骇怕	1984	18	18
骇怕	1983	11	11
骇怕	1982	24	24
骇怕	1981	10	10
骇怕	1980	28	22
骇怕	1979	36	24
骇怕	1978	4	2
骇怕	1977	8	8
骇怕	1963	2	2
骇怕	1962	8	8
骇怕	1959	2	2
骇怕	1956	2	2
骇异	year	sum(match_count)	sum(volume_count)
骇异	2000	8	8
骇异	1999	8	8
骇异	1998	28	28
骇异	1997	14	14
骇异	1996	16	16
骇异	1995	12	12
骇异	1994	28	20
骇异	1993	10	10
骇异	1992	14	14
骇异	1991	12	12
骇异	1990	6	6
骇异	1989	24	24
骇异	1988	24	23
骇异	1987	24	24
骇异	1986	20	20
骇异	1985	28	28
骇异	1984	26	26
骇异	1983	28	28
骇异	1982	4	4
骇异	1981	24	24
骇异	1980	2	2
骇异	1979	11	11
含恨	year	sum(match_count)	sum(volume_count)
含恨	2000	18	18
含恨	1999	26	26
含恨	1998	14	14
含恨	1997	19	19
含恨	1996	10	10
含恨	1995	16	16
含恨	1994	5	5
含恨	1993	30	28
含恨	1992	17	17
含恨	1991	16	16
含恨	1990	16	14
含恨	1989	18	18
含恨	1988	4	4
含恨	1987	6	6
含恨	1986	23	23
含恨	1985	14	14
含恨	1984	16	16
含恨	1983	3	3
含恨	1982	6	6
含恨	1981	6	6
含恨	1980	18	18
含恨	1979	10	10
含恨	1978	2	2
含恨	1975	2	2
含恨	1965	2	2
含沙射影	year	sum(match_count)	sum(volume_count)
含沙射影	2000	39	37
含沙射影	1999	23	23
含沙射影	1998	34	32
含沙射影	1997	23	23
含沙射影	1996	18	18
含沙射影	1995	146	130
含沙射影	1994	14	14
含沙射影	1993	33	31
含沙射影	1992	20	20
含沙射影	1991	6	6
含沙射影	1990	27	27
含沙射影	1989	39	39
含沙射影	1988	26	26
含沙射影	1987	19	17
含沙射影	1986	15	15
含沙射影	1985	18	18
含沙射影	1984	42	42
含沙射影	1983	8	8
含沙射影	1982	18	18
含沙射影	1981	6	6
含沙射影	1980	12	12
含沙射影	1979	14	14
含沙射影	1978	18	18
含沙射影	1977	32	30
含沙射影	1976	8	8
含沙射影	1975	8	8
含沙射影	1974	2	2
含沙射影	1972	8	8
含沙射影	1971	12	12
含沙射影	1969	2	2
含沙射影	1967	2	2
含沙射影	1963	4	4
含沙射影	1957	2	2
含羞	year	sum(match_count)	sum(volume_count)
含羞	2000	2	2
含羞	1999	4	4
含羞	1998	2	2
含羞	1997	3	3
含羞	1996	2	2
含羞	1995	6	6
含羞	1994	4	4
含羞	1993	4	4
含羞	1991	2	2
含羞	1990	1	1
含羞	1989	8	8
含羞	1988	12	12
含羞	1987	8	8
含羞	1984	3	3
含羞	1983	4	4
含羞	1981	2	2
含羞	1979	1	1
含羞	1977	1	1
含羞	1960	2	2
含羞	1959	2	2
涵容	year	sum(match_count)	sum(volume_count)
涵容	2000	69	66
涵容	1999	57	49
涵容	1998	79	70
涵容	1997	103	91
涵容	1996	47	47
涵容	1995	68	57
涵容	1994	41	39
