爱	year	sum(match_count)	sum(volume_count)
承蒙	1988	96	96
承蒙	1987	68	66
承蒙	1986	72	72
承蒙	1985	94	84
承蒙	1984	88	84
承蒙	1983	66	63
承蒙	1982	48	46
承蒙	1981	54	54
承蒙	1980	26	26
承蒙	1979	26	26
承蒙	1978	22	21
承蒙	1974	2	2
承蒙	1973	2	2
承蒙	1971	10	10
承蒙	1963	6	6
承蒙	1962	6	6
承蒙	1959	2	2
承蒙	1958	4	4
承蒙	1957	6	6
吃醋	year	sum(match_count)	sum(volume_count)
吃醋	2000	38	34
吃醋	1999	38	37
吃醋	1998	40	40
吃醋	1997	16	16
吃醋	1996	8	8
吃醋	1995	34	32
吃醋	1994	16	16
吃醋	1993	24	22
吃醋	1992	16	16
吃醋	1991	30	20
吃醋	1990	10	10
吃醋	1989	24	24
吃醋	1988	8	8
吃醋	1987	4	4
吃醋	1986	16	16
吃醋	1985	20	17
吃醋	1984	28	27
吃醋	1983	6	6
吃醋	1982	16	16
吃醋	1981	6	6
吃醋	1980	8	8
吃醋	1979	2	2
吃醋	1958	2	2
痴	year	sum(match_count)	sum(volume_count)
痴	2000	239	220
痴	1999	266	239
痴	1998	178	164
痴	1997	179	171
痴	1996	186	171
痴	1995	175	163
痴	1994	165	142
痴	1993	145	140
痴	1992	193	186
痴	1991	121	114
痴	1990	136	133
痴	1989	170	161
痴	1988	183	177
痴	1987	132	124
痴	1986	167	159
痴	1985	198	174
痴	1984	229	211
痴	1983	153	151
痴	1982	116	114
痴	1981	111	108
痴	1980	68	68
痴	1979	52	52
痴	1978	10	10
痴	1977	18	18
痴	1976	2	2
痴	1975	14	14
痴	1974	4	4
痴	1972	6	6
痴	1971	8	8
痴	1965	4	4
痴	1963	14	14
痴	1962	9	9
痴	1961	8	8
痴	1959	8	8
痴	1958	4	4
痴	1956	6	6
痴	1955	2	2
痴	1948	2	2
痴	1938	2	2
痴	1936	2	2
痴	1930	2	2
痴迷	year	sum(match_count)	sum(volume_count)
痴迷	2000	1717	1283
痴迷	1999	1476	1124
痴迷	1998	1452	1091
痴迷	1997	1226	918
痴迷	1996	1160	897
痴迷	1995	984	712
痴迷	1994	832	631
痴迷	1993	848	665
痴迷	1992	706	555
痴迷	1991	476	391
痴迷	1990	394	317
痴迷	1989	394	350
痴迷	1988	448	381
痴迷	1987	402	368
痴迷	1986	356	298
痴迷	1985	302	241
痴迷	1984	217	195
痴迷	1983	166	156
痴迷	1982	102	94
痴迷	1981	116	101
痴迷	1980	60	58
痴迷	1979	8	8
痴迷	1978	2	2
痴迷	1976	2	2
痴迷	1975	2	2
痴迷	1963	2	2
痴迷	1962	2	2
痴迷	1960	2	2
痴迷	1957	4	4
痴迷	1945	2	2
痴情	year	sum(match_count)	sum(volume_count)
痴情	2000	144	139
痴情	1999	128	115
痴情	1998	176	168
痴情	1997	98	91
痴情	1996	150	146
痴情	1995	129	124
痴情	1994	100	98
痴情	1993	156	140
痴情	1992	134	125
痴情	1991	94	89
痴情	1990	112	103
痴情	1989	130	107
痴情	1988	111	108
痴情	1987	116	112
痴情	1986	158	151
痴情	1985	78	76
痴情	1984	96	86
痴情	1983	82	75
痴情	1982	67	67
痴情	1981	50	50
痴情	1980	40	40
痴情	1979	24	24
痴情	1977	2	2
痴情	1967	2	2
痴情	1963	2	2
痴情	1962	4	4
痴情	1961	2	2
痴情	1959	2	2
痴情	1957	2	2
痴心妄想	year	sum(match_count)	sum(volume_count)
痴心妄想	2000	459	426
痴心妄想	1999	454	407
痴心妄想	1998	534	454
痴心妄想	1997	417	371
痴心妄想	1996	422	376
痴心妄想	1995	903	590
痴心妄想	1994	257	249
痴心妄想	1993	418	377
痴心妄想	1992	294	278
痴心妄想	1991	266	251
痴心妄想	1990	265	242
痴心妄想	1989	331	316
痴心妄想	1988	344	297
痴心妄想	1987	295	271
痴心妄想	1986	399	352
痴心妄想	1985	335	318
痴心妄想	1984	252	242
痴心妄想	1983	338	307
痴心妄想	1982	323	301
痴心妄想	1981	382	344
痴心妄想	1980	266	254
痴心妄想	1979	356	308
痴心妄想	1978	240	211
痴心妄想	1977	452	319
痴心妄想	1976	467	310
痴心妄想	1975	226	190
痴心妄想	1974	529	345
痴心妄想	1973	170	133
痴心妄想	1972	162	115
痴心妄想	1971	56	37
痴心妄想	1970	34	27
痴心妄想	1969	10	10
痴心妄想	1968	6	6
痴心妄想	1967	20	20
痴心妄想	1966	66	43
痴心妄想	1965	94	80
痴心妄想	1964	28	24
痴心妄想	1963	20	20
痴心妄想	1962	18	18
痴心妄想	1961	8	7
痴心妄想	1960	20	14
痴心妄想	1959	46	32
痴心妄想	1958	20	19
痴心妄想	1957	30	28
痴心妄想	1956	30	28
痴心妄想	1955	24	22
痴心妄想	1949	2	2
崇	year	sum(match_count)	sum(volume_count)
崇	2000	4290	2949
崇	1999	3692	2680
崇	1998	3140	2364
崇	1997	2638	1945
崇	1996	2282	1748
崇	1995	2234	1716
崇	1994	2738	2022
崇	1993	3374	2437
崇	1992	3464	2199
崇	1991	3544	2332
崇	1990	3176	2123
崇	1989	3368	2389
崇	1988	4014	2654
崇	1987	3730	2473
崇	1986	3439	2347
崇	1985	4148	2513
崇	1984	3600	2342
崇	1983	3016	1907
崇	1982	2416	1593
崇	1981	2252	1503
崇	1980	1842	1131
崇	1979	1238	866
崇	1978	466	331
崇	1977	252	169
崇	1976	108	76
崇	1975	262	152
崇	1974	151	113
崇	1973	96	74
崇	1972	78	62
崇	1971	44	37
崇	1970	72	48
崇	1969	30	17
崇	1968	2	2
崇	1967	14	13
崇	1966	44	32
崇	1965	132	80
崇	1964	128	93
崇	1963	86	75
崇	1962	138	104
崇	1961	68	60
崇	1960	70	39
崇	1959	178	117
崇	1958	136	99
崇	1957	124	111
崇	1956	126	83
崇	1955	72	51
崇	1954	2	2
崇	1953	2	2
崇	1950	4	2
崇	1949	6	6
崇	1948	4	4
崇	1947	2	2
崇	1945	4	4
崇	1938	2	2
崇	1937	2	2
崇	1936	4	4
崇	1934	2	2
崇	1933	2	2
崇	1930	2	2
崇	1928	2	2
崇	1924	2	2
崇	1921	4	4
崇	1915	2	2
崇	1914	2	2
崇	1912	2	2
崇	1911	2	2
崇	1909	2	2
崇	1900	12	11
崇拜	year	sum(match_count)	sum(volume_count)
崇拜	2000	28866	7833
崇拜	1999	28280	7854
崇拜	1998	29564	7660
崇拜	1997	22636	6241
崇拜	1996	22598	6307
崇拜	1995	21594	6378
崇拜	1994	28106	6486
崇拜	1993	32090	7413
崇拜	1992	27770	6491
崇拜	1991	29076	6242
崇拜	1990	24262	5943
崇拜	1989	31234	7369
崇拜	1988	31114	7546
崇拜	1987	21258	6405
崇拜	1986	18024	5818
崇拜	1985	19568	5925
崇拜	1984	16910	5489
崇拜	1983	15934	4739
崇拜	1982	14030	4110
崇拜	1981	13492	3633
崇拜	1980	5660	2498
崇拜	1979	3324	1637
崇拜	1978	1684	595
崇拜	1977	502	288
崇拜	1976	242	156
崇拜	1975	468	256
崇拜	1974	346	240
崇拜	1973	280	196
崇拜	1972	262	129
崇拜	1971	110	53
崇拜	1970	46	39
崇拜	1969	8	4
崇拜	1968	34	14
崇拜	1967	90	63
崇拜	1966	98	71
崇拜	1965	150	114
崇拜	1964	434	171
崇拜	1963	302	190
崇拜	1962	436	266
崇拜	1961	418	177
崇拜	1960	126	96
崇拜	1959	378	265
崇拜	1958	1202	419
崇拜	1957	1308	481
崇拜	1956	1694	390
崇拜	1955	198	83
崇拜	1954	6	6
崇拜	1953	34	22
崇拜	1952	4	4
崇拜	1951	22	11
崇拜	1950	10	10
崇拜	1949	32	12
崇拜	1948	8	8
崇拜	1947	4	4
崇拜	1945	14	3
崇拜	1941	2	2
崇拜	1940	4	2
崇拜	1939	2	2
崇拜	1938	14	10
崇拜	1937	4	4
崇拜	1936	16	13
崇拜	1935	4	2
崇拜	1934	6	4
崇拜	1933	18	16
崇拜	1932	18	9
崇拜	1931	12	8
崇拜	1930	4	4
崇拜	1929	12	8
崇拜	1928	2	2
崇拜	1927	2	2
崇拜	1926	2	2
崇拜	1923	6	5
崇拜	1921	2	2
崇拜	1912	4	2
崇拜	1906	6	3
崇拜	1900	140	14
崇敬	year	sum(match_count)	sum(volume_count)
崇敬	2000	5524	3631
崇敬	1999	5596	3844
崇敬	1998	5774	3840
崇敬	1997	4738	3239
崇敬	1996	4718	3222
崇敬	1995	4720	3158
崇敬	1994	5140	3362
崇敬	1993	6142	3915
崇敬	1992	5324	3511
崇敬	1991	4926	3233
崇敬	1990	4858	3165
崇敬	1989	5196	3526
崇敬	1988	5664	3878
崇敬	1987	5578	3715
崇敬	1986	5630	3781
崇敬	1985	6314	4094
崇敬	1984	6036	4012
崇敬	1983	5186	3287
崇敬	1982	4556	2936
崇敬	1981	4454	2781
崇敬	1980	3060	1964
崇敬	1979	2742	1803
崇敬	1978	1288	831
崇敬	1977	1218	584
崇敬	1976	572	321
崇敬	1975	256	225
崇敬	1974	108	98
崇敬	1973	152	118
崇敬	1972	164	125
崇敬	1971	48	40
崇敬	1970	34	27
崇敬	1969	26	26
崇敬	1968	6	5
崇敬	1967	16	14
崇敬	1966	40	30
崇敬	1965	186	146
崇敬	1964	178	155
崇敬	1963	182	121
崇敬	1962	230	182
崇敬	1961	162	132
崇敬	1960	126	107
崇敬	1959	228	205
崇敬	1958	210	178
崇敬	1957	218	173
崇敬	1956	184	168
崇敬	1955	26	23
崇敬	1954	2	2
崇敬	1953	6	6
崇敬	1952	12	6
崇敬	1951	2	2
崇敬	1950	12	9
崇敬	1949	2	2
崇敬	1947	14	8
崇敬	1946	2	2
崇敬	1940	2	2
崇敬	1938	4	4
崇敬	1936	4	4
崇敬	1935	2	2
崇敬	1934	8	3
崇敬	1921	2	2
崇敬	1914	2	2
崇敬	1912	2	2
崇敬	1903	2	2
崇敬	1900	26	10
崇尚	year	sum(match_count)	sum(volume_count)
崇尚	2000	4356	2907
崇尚	1999	3822	2610
崇尚	1998	3586	2539
崇尚	1997	3218	2200
崇尚	1996	2786	2009
崇尚	1995	2638	1898
崇尚	1994	2982	2061
崇尚	1993	2887	2110
崇尚	1992	2630	1884
崇尚	1991	2292	1668
崇尚	1990	2080	1564
崇尚	1989	2364	1758
崇尚	1988	2118	1576
崇尚	1987	1614	1201
崇尚	1986	1486	1117
崇尚	1985	1136	968
崇尚	1984	946	771
崇尚	1983	770	612
崇尚	1982	480	412
崇尚	1981	388	341
崇尚	1980	278	242
崇尚	1979	152	127
崇尚	1978	40	32
崇尚	1977	6	6
崇尚	1976	4	4
崇尚	1975	30	26
崇尚	1974	36	30
崇尚	1973	6	6
崇尚	1969	2	2
崇尚	1963	2	2
崇尚	1959	2	2
崇尚	1957	2	2
崇尚	1955	8	8
崇尚	1949	4	2
崇尚	1936	2	2
崇尚	1903	4	2
崇仰	year	sum(match_count)	sum(volume_count)
崇仰	2000	56	52
崇仰	1999	56	54
崇仰	1998	46	35
崇仰	1997	39	39
崇仰	1996	34	34
崇仰	1995	38	38
崇仰	1994	18	18
崇仰	1993	84	77
崇仰	1992	38	34
崇仰	1991	54	49
崇仰	1990	66	54
崇仰	1989	47	47
崇仰	1988	74	56
崇仰	1987	30	30
崇仰	1986	64	43
崇仰	1985	56	52
崇仰	1984	34	34
崇仰	1983	26	26
崇仰	1982	34	34
崇仰	1981	30	28
崇仰	1980	18	18
崇仰	1979	14	10
崇仰	1978	2	2
崇仰	1977	4	2
宠	year	sum(match_count)	sum(volume_count)
宠	2000	2804	1974
宠	1999	2954	1804
宠	1998	2670	1720
宠	1997	2465	1600
宠	1996	2155	1506
宠	1995	2163	1561
宠	1994	2362	1635
宠	1993	2883	1847
宠	1992	1908	1356
宠	1991	1579	1147
宠	1990	1455	1081
宠	1989	1830	1287
宠	1988	1969	1530
宠	1987	1462	1120
宠	1986	1488	1247
宠	1985	1607	1169
宠	1984	1308	1064
宠	1983	1051	850
宠	1982	1008	838
宠	1981	1030	713
宠	1980	514	447
宠	1979	312	263
宠	1978	206	165
宠	1977	54	49
宠	1976	28	28
宠	1975	34	32
宠	1974	40	36
宠	1973	14	14
宠	1972	10	10
宠	1971	2	2
宠	1970	14	5
宠	1968	2	2
宠	1967	8	8
宠	1966	14	10
宠	1965	22	22
宠	1964	24	21
宠	1963	22	20
宠	1962	44	42
宠	1961	24	18
宠	1960	10	10
宠	1959	30	27
宠	1958	16	16
宠	1957	58	42
宠	1956	18	18
宠	1955	2	2
宠	1951	2	2
宠	1947	2	2
宠	1936	4	4
宠	1935	4	4
宠	1930	10	6
宠	1929	6	3
宠	1920	2	2
宠	1916	2	2
宠爱	year	sum(match_count)	sum(volume_count)
宠爱	2000	2984	1814
宠爱	1999	2832	1842
宠爱	1998	2994	1769
宠爱	1997	2625	1668
宠爱	1996	2116	1458
宠爱	1995	1982	1483
宠爱	1994	2292	1622
宠爱	1993	2807	1829
宠爱	1992	2106	1428
宠爱	1991	1633	1148
宠爱	1990	1814	1227
宠爱	1989	1924	1453
宠爱	1988	2136	1495
宠爱	1987	1756	1299
宠爱	1986	1688	1325
宠爱	1985	2050	1480
宠爱	1984	1634	1309
宠爱	1983	1410	1127
宠爱	1982	1272	1021
宠爱	1981	1112	886
宠爱	1980	736	603
宠爱	1979	532	452
宠爱	1978	128	119
宠爱	1977	90	74
宠爱	1976	88	58
宠爱	1975	72	61
宠爱	1974	40	28
宠爱	1973	36	36
宠爱	1972	26	24
宠爱	1971	6	5
宠爱	1970	2	2
宠爱	1968	2	2
宠爱	1967	2	2
宠爱	1966	4	4
宠爱	1965	8	8
宠爱	1964	30	26
宠爱	1963	24	22
宠爱	1962	88	65
宠爱	1961	20	14
宠爱	1960	6	6
宠爱	1959	14	13
宠爱	1958	16	15
宠爱	1957	6	6
宠爱	1956	6	5
宠爱	1955	12	12
宠爱	1953	2	2
宠爱	1952	2	2
宠爱	1948	4	2
宠爱	1945	2	2
宠爱	1938	4	2
宠爱	1935	2	2
宠爱	1916	4	3
宠幸	year	sum(match_count)	sum(volume_count)
宠幸	2000	48	46
宠幸	1999	70	66
宠幸	1998	56	55
宠幸	1997	44	42
宠幸	1996	42	40
宠幸	1995	36	36
宠幸	1994	57	44
宠幸	1993	56	56
宠幸	1992	27	25
宠幸	1991	28	26
宠幸	1990	38	38
宠幸	1989	22	22
宠幸	1988	36	36
宠幸	1987	34	32
宠幸	1986	10	10
宠幸	1985	40	34
宠幸	1984	26	26
宠幸	1983	30	30
宠幸	1982	16	16
宠幸	1981	12	12
宠幸	1980	14	14
宠幸	1979	8	8
宠幸	1978	2	2
宠幸	1976	4	4
宠幸	1975	2	2
宠幸	1972	8	8
宠幸	1957	2	2
酬谢	year	sum(match_count)	sum(volume_count)
酬谢	2000	477	418
酬谢	1999	540	502
酬谢	1998	527	445
酬谢	1997	364	342
酬谢	1996	444	392
酬谢	1995	374	321
酬谢	1994	507	440
酬谢	1993	652	540
酬谢	1992	516	461
酬谢	1991	340	305
酬谢	1990	419	375
酬谢	1989	412	367
酬谢	1988	454	413
酬谢	1987	480	426
酬谢	1986	484	451
酬谢	1985	562	516
酬谢	1984	460	419
酬谢	1983	366	345
酬谢	1982	374	334
酬谢	1981	354	343
酬谢	1980	240	226
酬谢	1979	90	82
酬谢	1978	94	88
酬谢	1976	8	8
酬谢	1975	18	18
酬谢	1974	2	2
酬谢	1973	4	4
酬谢	1972	12	12
酬谢	1971	4	4
酬谢	1970	4	4
酬谢	1969	4	4
酬谢	1966	4	4
酬谢	1964	8	8
酬谢	1963	2	2
酬谢	1962	10	10
酬谢	1961	2	2
酬谢	1959	4	4
酬谢	1958	12	11
酬谢	1957	10	8
酬谢	1956	10	10
酬谢	1945	2	2
酬谢	1939	2	2
酬谢	1935	2	2
酬谢	1900	4	3
踌躇满志	year	sum(match_count)	sum(volume_count)
踌躇满志	2000	1531	1287
踌躇满志	1999	1452	1214
踌躇满志	1998	1480	1201
踌躇满志	1997	1285	1045
踌躇满志	1996	1323	1079
踌躇满志	1995	1110	948
踌躇满志	1994	1124	965
踌躇满志	1993	1283	1081
踌躇满志	1992	964	835
踌躇满志	1991	895	777
踌躇满志	1990	839	725
踌躇满志	1989	1118	1004
踌躇满志	1988	1200	1028
踌躇满志	1987	1088	926
踌躇满志	1986	996	860
踌躇满志	1985	1107	977
踌躇满志	1984	1053	931
踌躇满志	1983	846	744
踌躇满志	1982	698	627
踌躇满志	1981	562	502
踌躇满志	1980	525	466
踌躇满志	1979	310	278
踌躇满志	1978	162	142
踌躇满志	1977	50	47
踌躇满志	1976	37	36
踌躇满志	1975	28	28
踌躇满志	1974	10	10
踌躇满志	1973	20	20
踌躇满志	1971	2	2
踌躇满志	1970	4	4
踌躇满志	1966	4	4
踌躇满志	1964	12	12
踌躇满志	1963	14	14
踌躇满志	1962	6	6
踌躇满志	1960	2	2
踌躇满志	1959	8	5
踌躇满志	1958	2	2
踌躇满志	1956	4	4
踌躇满志	1952	6	2
踌躇满志	1920	2	2
踌躇满志	1900	2	2
垂爱	year	sum(match_count)	sum(volume_count)
垂爱	2000	11	11
垂爱	1999	8	8
垂爱	1998	6	6
垂爱	1997	8	8
垂爱	1996	9	9
垂爱	1995	8	8
垂爱	1994	6	6
垂爱	1993	3	3
垂爱	1992	4	4
垂爱	1991	4	4
垂爱	1990	12	12
垂爱	1989	2	2
垂爱	1987	2	2
垂爱	1985	2	2
垂爱	1983	3	3
垂爱	1978	2	2
垂爱	1976	2	2
垂青	year	sum(match_count)	sum(volume_count)
垂青	2000	414	398
垂青	1999	414	386
垂青	1998	440	399
垂青	1997	305	284
垂青	1996	306	280
垂青	1995	375	356
垂青	1994	344	331
垂青	1993	420	404
垂青	1992	243	230
垂青	1991	268	258
垂青	1990	258	244
垂青	1989	268	256
垂青	1988	264	244
垂青	1987	226	222
垂青	1986	210	210
垂青	1985	268	252
垂青	1984	235	232
垂青	1983	191	190
垂青	1982	150	141
垂青	1981	138	136
垂青	1980	134	125
垂青	1979	66	60
垂青	1978	12	12
垂青	1977	20	20
垂青	1976	16	16
垂青	1975	4	4
垂青	1974	2	2
垂青	1971	4	4
垂青	1970	4	4
垂青	1967	2	2
垂青	1965	4	2
垂青	1964	4	4
垂青	1963	5	5
垂青	1962	4	4
垂青	1961	2	2
垂青	1959	2	2
垂青	1958	2	2
垂青	1957	4	4
垂青	1956	2	2
垂青	1937	2	2
垂涎	year	sum(match_count)	sum(volume_count)
垂涎	2000	1070	937
垂涎	1999	1007	907
垂涎	1998	1146	954
垂涎	1997	910	821
垂涎	1996	794	702
垂涎	1995	966	849
垂涎	1994	856	787
垂涎	1993	1093	967
垂涎	1992	796	716
垂涎	1991	766	667
垂涎	1990	689	641
垂涎	1989	754	683
垂涎	1988	934	854
垂涎	1987	872	770
垂涎	1986	876	797
垂涎	1985	944	846
垂涎	1984	910	817
垂涎	1983	906	792
垂涎	1982	623	564
垂涎	1981	602	542
垂涎	1980	510	441
垂涎	1979	412	344
垂涎	1978	138	116
垂涎	1977	136	122
垂涎	1976	64	60
垂涎	1975	138	117
垂涎	1974	108	94
垂涎	1973	56	47
垂涎	1972	22	20
垂涎	1971	32	30
垂涎	1970	6	5
垂涎	1969	8	8
垂涎	1967	4	4
垂涎	1966	6	4
垂涎	1965	50	35
垂涎	1964	40	38
垂涎	1963	58	53
垂涎	1962	82	68
垂涎	1961	39	31
垂涎	1960	18	17
垂涎	1959	44	44
垂涎	1958	32	32
垂涎	1957	26	24
垂涎	1956	22	22
垂涎	1955	10	10
垂涎	1951	6	6
垂涎	1949	2	2
垂涎	1946	2	2
垂涎	1944	2	2
垂涎	1937	2	2
垂涎	1936	2	2
垂涎	1931	2	2
垂涎	1929	1	1
垂涎欲滴	year	sum(match_count)	sum(volume_count)
垂涎欲滴	2000	16	16
垂涎欲滴	1999	6	6
垂涎欲滴	1998	8	8
垂涎欲滴	1997	6	6
垂涎欲滴	1996	2	2
垂涎欲滴	1995	10	10
垂涎欲滴	1994	6	6
垂涎欲滴	1993	10	10
垂涎欲滴	1991	2	2
垂涎欲滴	1990	12	12
垂涎欲滴	1989	8	8
垂涎欲滴	1988	2	2
垂涎欲滴	1987	4	4
垂涎欲滴	1986	4	4
垂涎欲滴	1985	8	8
垂涎欲滴	1984	2	2
垂涎欲滴	1982	2	2
垂涎欲滴	1979	12	12
垂涎欲滴	1974	4	4
春风得意	year	sum(match_count)	sum(volume_count)
春风得意	2000	84	80
春风得意	1999	58	58
春风得意	1998	52	50
春风得意	1997	60	60
春风得意	1996	90	90
春风得意	1995	20	20
春风得意	1994	30	28
春风得意	1993	48	48
春风得意	1992	48	45
春风得意	1991	24	22
春风得意	1990	22	22
春风得意	1989	34	34
春风得意	1988	22	22
春风得意	1987	28	28
春风得意	1986	12	12
春风得意	1985	50	48
春风得意	1984	20	20
春风得意	1983	18	18
春风得意	1982	16	16
春风得意	1981	2	2
春风得意	1976	2	2
春风满面	year	sum(match_count)	sum(volume_count)
春风满面	2000	40	40
春风满面	1999	25	25
春风满面	1998	33	33
春风满面	1997	15	15
春风满面	1996	19	19
春风满面	1995	17	17
春风满面	1994	22	22
春风满面	1993	32	32
春风满面	1992	17	17
春风满面	1991	13	13
春风满面	1990	22	22
春风满面	1989	21	21
春风满面	1988	12	12
春风满面	1987	23	23
春风满面	1986	30	30
春风满面	1985	8	8
春风满面	1984	22	22
春风满面	1983	19	19
春风满面	1982	14	14
春风满面	1981	26	26
春风满面	1980	16	14
春风满面	1979	10	10
春风满面	1978	10	10
春风满面	1977	2	2
春风满面	1976	2	2
春风满面	1974	2	2
答礼	year	sum(match_count)	sum(volume_count)
答礼	2000	10	10
答礼	1999	14	14
答礼	1998	14	14
答礼	1997	8	8
答礼	1996	14	12
答礼	1995	8	8
答礼	1994	12	11
答礼	1993	12	12
答礼	1992	24	24
答礼	1991	34	34
答礼	1990	14	12
答礼	1989	12	12
答礼	1988	8	8
答礼	1987	6	6
答礼	1986	20	20
答礼	1985	20	20
答礼	1984	6	6
答礼	1983	2	2
答礼	1982	4	4
答礼	1981	12	12
答礼	1980	14	14
答礼	1979	4	4
答礼	1978	2	2
答礼	1977	2	2
答礼	1975	2	2
答礼	1973	2	2
答礼	1962	2	2
答礼	1959	2	2
答礼	1958	4	4
答礼	1956	2	2
答谢	year	sum(match_count)	sum(volume_count)
答谢	2000	238	218
答谢	1999	220	206
答谢	1998	206	193
答谢	1997	142	139
答谢	1996	194	171
答谢	1995	172	145
答谢	1994	170	164
答谢	1993	178	160
答谢	1992	152	148
答谢	1991	120	118
答谢	1990	104	102
答谢	1989	108	108
答谢	1988	106	102
答谢	1987	108	104
答谢	1986	122	111
答谢	1985	174	162
答谢	1984	188	172
答谢	1983	132	126
答谢	1982	196	158
答谢	1981	150	134
答谢	1980	62	57
答谢	1979	78	74
答谢	1978	18	18
答谢	1977	30	30
答谢	1976	6	6
答谢	1975	12	12
答谢	1974	10	10
答谢	1973	18	14
答谢	1972	30	22
答谢	1971	12	12
答谢	1970	4	2
答谢	1968	2	2
答谢	1966	4	4
答谢	1965	18	18
答谢	1964	12	12
答谢	1963	20	20
答谢	1962	20	20
答谢	1961	4	4
答谢	1960	6	6
答谢	1959	4	4
答谢	1958	16	16
答谢	1957	14	12
答谢	1956	12	12
答谢	1955	2	2
答谢	1936	2	2
答谢	1930	2	2
答应	year	sum(match_count)	sum(volume_count)
答应	2000	30058	7244
答应	1999	31054	6892
答应	1998	32816	6772
答应	1997	28112	5934
答应	1996	26208	5646
答应	1995	23298	6104
答应	1994	23820	5518
答应	1993	29752	6798
答应	1992	21784	5294
答应	1991	19654	5212
答应	1990	19720	5096
答应	1989	22802	6128
答应	1988	22232	6324
答应	1987	20890	6082
答应	1986	24592	6308
答应	1985	28364	6852
答应	1984	25416	6606
答应	1983	21388	5524
答应	1982	19776	4846
答应	1981	18474	4570
答应	1980	15850	3810
答应	1979	12738	3442
答应	1978	5498	1722
答应	1977	2096	876
答应	1976	1732	744
答应	1975	1446	678
答应	1974	1126	560
答应	1973	1084	464
答应	1972	1166	408
答应	1971	172	102
答应	1970	140	78
答应	1969	60	30
答应	1968	32	20
答应	1967	88	40
答应	1966	580	212
答应	1965	1300	534
答应	1964	1668	632
答应	1963	1710	588
答应	1962	2488	708
答应	1961	984	366
答应	1960	906	314
答应	1959	1906	774
答应	1958	2420	800
答应	1957	1922	894
答应	1956	1688	734
答应	1955	640	154
答应	1954	38	16
答应	1953	74	26
答应	1952	24	8
答应	1951	68	16
答应	1950	24	2
答应	1949	20	16
答应	1948	14	12
答应	1947	4	2
答应	1946	6	2
答应	1945	14	2
答应	1944	2	2
答应	1942	4	2
答应	1941	2	2
答应	1940	2	2
答应	1939	2	2
答应	1938	54	12
答应	1937	4	2
答应	1936	36	4
答应	1935	2	2
答应	1934	10	4
答应	1933	38	6
答应	1932	4	4
答应	1930	4	4
答应	1929	8	4
答应	1927	2	2
答应	1926	6	2
答应	1921	6	4
答应	1920	4	2
答应	1916	4	2
答应	1903	2	2
答应	1900	82	22
大快人心	year	sum(match_count)	sum(volume_count)
大快人心	2000	418	382
大快人心	1999	432	391
大快人心	1998	382	342
大快人心	1997	292	271
大快人心	1996	310	280
大快人心	1995	458	428
大快人心	1994	290	276
大快人心	1993	347	313
大快人心	1992	254	242
大快人心	1991	230	222
大快人心	1990	194	182
大快人心	1989	274	262
大快人心	1988	226	210
大快人心	1987	258	238
大快人心	1986	354	322
大快人心	1985	336	312
大快人心	1984	374	354
大快人心	1983	302	283
大快人心	1982	334	308
大快人心	1981	308	258
大快人心	1980	263	215
大快人心	1979	252	248
大快人心	1978	184	165
大快人心	1977	130	116
大快人心	1976	206	115
大快人心	1975	58	58
大快人心	1974	34	32
大快人心	1973	12	6
大快人心	1972	22	20
大快人心	1971	6	6
大快人心	1970	8	8
大快人心	1969	8	6
大快人心	1967	14	8
大快人心	1966	26	24
大快人心	1965	34	34
大快人心	1964	19	19
大快人心	1963	30	26
大快人心	1962	38	32
大快人心	1961	16	16
大快人心	1960	10	8
大快人心	1959	46	44
大快人心	1958	26	26
大快人心	1957	16	16
大快人心	1956	22	20
大快人心	1955	6	6
大快人心	1947	2	2
大喜过望	year	sum(match_count)	sum(volume_count)
大喜过望	2000	238	228
大喜过望	1999	178	178
大喜过望	1998	204	184
大喜过望	1997	146	138
大喜过望	1996	126	120
大喜过望	1995	126	122
大喜过望	1994	130	124
大喜过望	1993	150	146
大喜过望	1992	85	85
大喜过望	1991	70	68
大喜过望	1990	84	84
大喜过望	1989	86	86
大喜过望	1988	66	66
大喜过望	1987	73	71
大喜过望	1986	84	80
大喜过望	1985	82	82
大喜过望	1984	61	55
大喜过望	1983	46	46
大喜过望	1982	22	22
大喜过望	1981	24	24
大喜过望	1980	27	25
大喜过望	1979	28	26
大喜过望	1975	6	6
大喜过望	1974	2	2
大喜过望	1972	2	2
大喜过望	1963	2	2
大喜过望	1962	4	4
大喜过望	1960	4	2
戴	year	sum(match_count)	sum(volume_count)
戴	2000	17128	6653
戴	1999	16336	6330
戴	1998	16638	6348
戴	1997	14524	5252
戴	1996	12854	5231
戴	1995	13372	5644
戴	1994	12348	5176
戴	1993	14704	6003
戴	1992	10894	4704
戴	1991	10018	4412
戴	1990	10014	4309
戴	1989	10390	4943
戴	1988	10824	5193
戴	1987	10406	4782
戴	1986	11214	4946
戴	1985	12444	5248
戴	1984	10978	4824
戴	1983	9808	4263
戴	1982	9066	3708
戴	1981	7874	3501
戴	1980	7318	2864
戴	1979	5818	2480
戴	1978	2380	1359
戴	1977	1262	741
戴	1976	614	374
戴	1975	646	418
戴	1974	422	288
戴	1973	552	364
戴	1972	512	250
戴	1971	128	103
戴	1970	104	57
戴	1969	80	32
戴	1968	18	14
戴	1967	82	62
戴	1966	252	144
戴	1965	444	295
戴	1964	570	365
